"ID de la Hoja de Acceso - prefix","ID de la Hoja de Acceso - number","ID de la Hoja de Acceso","Emplazamiento - prefix","Emplazamiento - number",Emplazamiento,Estado,Autor,"Ultimo cambio","Fecha de CreaciÃ³n","Â¿AutorizaciÃ³n CAE?","VÃ­a de acceso","VehÃ­culo Recomendado","Compuerta de vehÃ­culos (Ancho x Altura)","Escalera (Largo x Ancho)","Escaleras (Largo x Ancho x Altura)","Ascensor (Largo x Ancho x Altura)","Ventana Horario Acceso","Plazo NotificaciÃ³n","Presencia Propietario","Tipo de AutorizaciÃ³n","Condiciones Especiales","Tipo llave","InformaciÃ³n adicional"
AS,8427,AS-08427,LO,614,LO-000614,Activo,"Delgado Alejandro","2024-01-16 11:38:46",2023-05-25,Si,,,,,,,"Acceso 24x7x365",,,Restringido,"acceder remitir e-mail a seguridad.torreiberdrola@prosegur.com 944354349 con personas que van a entrar a Plaza Euskadi, nÂº5 y que zona del edificio, dni, trabajos y franja horaria",,
AS,8496,AS-08496,LO,683,LO-000683,Activo,"Delgado Alejandro","2024-01-16 11:39:07",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,11703,AS-11703,LO,3896,LO-003896,Activo,"Delgado Alejandro","2024-01-16 11:53:46",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Cerradura Normal","COPIA LLAVES: 1Candado"
AS,25257,AS-25257,LO,8412,LO-008412,,"Alexandre GOMBA","2024-01-16 11:42:06",2023-11-22,No,"Carretera asfaltada",,,,,,"Acceso 24x7x365",,,"No Restringido","Preaviso al hotel identificando la persona o personas que van a pasar.",,
AS,14321,AS-14321,LO,6523,LO-006523,Activo,"Delgado Alejandro","2024-01-10 21:06:44",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"Vicepresidenta DÃ±a. Carmen, telÃ©fono  626 94 03 77. Avisarla antes de realizar los trabajos (actualizado 11-06-21).",Locken,"2 llaves: 1 P, 1 A"
AS,12354,AS-12354,LO,4548,LO-004548,Activo,"Delgado Alejandro","2024-01-10 21:01:50",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"ACCESO MEDIANTE PETICION A PERSONAL DE ADIF-CERCANIAS. HAY Q SOLITAR PILOTO DE ACOMPAÃAMIENTO -REQUIERE COSTE. ACCESO X EL DIA Y X LA NOCHE CONCRETAR CON EL PERSONAL SIEMPRE.NSN actualizado 23/03/2010",,
AS,14640,AS-14640,LO,6842,LO-006842,Activo,"Delgado Alejandro","2024-01-16 12:06:34",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,,
AS,10450,AS-10450,LO,2643,LO-002643,Activo,"Delgado Alejandro","2024-01-16 11:47:52",2023-05-25,Si,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20, SA de 08 a 14, SA de 14 a 20, DO de 08 a 14, DO de 14 a 20",,,Restringido,,,
AS,13938,AS-13938,LO,6139,LO-006139,Activo,"Delgado Alejandro","2024-01-16 12:03:16",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","ACCESO LIBRE, CON PROBLEMAS DE ACOMETICA ELECTRICA--","Llave Abloy","ACCESO LIBRE, CON PROBLEMAS DE ACOMETICA ELECTRICA--"
AS,14782,AS-14782,LO,6985,LO-006985,Activo,"Delgado Alejandro","2024-01-16 12:07:12",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,11383,AS-11383,LO,3576,LO-003576,Activo,"Delgado Alejandro","2024-01-16 11:52:18",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,11799,AS-11799,LO,3992,LO-003992,Activo,"Delgado Alejandro","2024-01-16 11:54:12",2023-05-25,No,,,,,,,,,,"No Restringido","Hay que solicitar el acceso en Ingles. No hablan espaÃ±ol.","No son necesarias llaves",
AS,10468,AS-10468,LO,2661,LO-002661,Activo,"Delgado Alejandro","2024-01-16 11:47:58",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,"3 llaves: 1 P, 1 A, 1 C."
AS,11385,AS-11385,LO,3578,LO-003578,Activo,"Delgado Alejandro","2024-01-16 11:52:19",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,8218,AS-08218,LO,405,LO-000405,Activo,"Delgado Alejandro","2024-01-16 11:37:46",2023-05-25,No,,,,,,,,,,Restringido,,,
AS,12761,AS-12761,LO,4962,LO-004962,Activo,"Delgado Alejandro","2024-01-10 21:02:53",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,14267,AS-14267,LO,6469,LO-006469,Activo,"Delgado Alejandro","2024-01-16 12:04:50",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,8062,AS-08062,LO,249,LO-000249,Activo,"Delgado Alejandro","2024-01-16 11:37:05",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,"Llave locken Orange--NSN febrero 2011"
AS,10715,AS-10715,LO,2908,LO-002908,Activo,"Delgado Alejandro","2024-01-18 23:46:02",2023-05-25,No,,,,,,,,,,"No Restringido",,Locken,
AS,11867,AS-11867,LO,4060,LO-004060,Activo,"Delgado Alejandro","2024-01-16 11:54:31",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,9215,AS-09215,LO,1404,LO-001404,Activo,"Delgado Alejandro","2024-01-10 20:53:49",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,11459,AS-11459,LO,3652,LO-003652,Activo,"Delgado Alejandro","2024-01-16 11:52:36",2023-05-25,No,,,Indiferente,,,,,,,"No Restringido",,,
AS,11388,AS-11388,LO,3581,LO-003581,Activo,"Delgado Alejandro","2024-01-16 11:52:20",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,8525,AS-08525,LO,712,LO-000712,Activo,"Delgado Alejandro","2024-01-16 11:39:14",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,13389,AS-13389,LO,5590,LO-005590,Activo,"Delgado Alejandro","2024-01-16 12:00:52",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,8372,AS-08372,LO,559,LO-000559,Activo,"Delgado Alejandro","2024-01-16 11:38:31",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,11801,AS-11801,LO,3994,LO-003994,Activo,"Delgado Alejandro","2024-01-16 11:54:13",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,TelÃ©fono,"avisar con 24h de antelacion:--Propiedad: Antonio 640-125-105, Sebastian 659-168-234, hijo: Sebastian 685 455 064--NSN actualizado 23.4.13",,
AS,14823,AS-14823,LO,7026,LO-007026,Activo,"Delgado Alejandro","2024-01-16 12:07:23",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,10102,AS-10102,LO,2293,LO-002293,Activo,"Delgado Alejandro","2024-01-16 11:46:16",2023-05-25,No,,Indiferente,Indiferente,,,,"LU - VI de 08 a 14",,,TelÃ©fono,"Solo de Lunes a Viernes de 8:00h a 15:00h",,
AS,9056,AS-09056,LO,1245,LO-001245,Activo,"Delgado Alejandro","2024-01-16 11:41:33",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,13322,AS-13322,LO,5523,LO-005523,Activo,"Delgado Alejandro","2024-01-16 12:00:37",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","cÃ³digo acceso portal 6541 06/01/2014--","Llave Abloy",
AS,15370,AS-15370,LO,7574,LO-007574,Activo,"Delgado Alejandro","2024-01-16 12:09:55",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,,
AS,15265,AS-15265,LO,7469,LO-007469,Activo,"Delgado Alejandro","2024-01-16 12:09:27",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,"27/02/2019: Acceso mediante bombÃ­n Locken"
AS,10533,AS-10533,LO,2726,LO-002726,Activo,"Delgado Alejandro","2024-01-16 11:48:21",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,12068,AS-12068,LO,4261,LO-004261,Activo,"Delgado Alejandro","2024-01-16 11:55:25",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,12538,AS-12538,LO,4737,LO-004737,Activo,"Delgado Alejandro","2024-01-10 21:02:19",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20, SA de 08 a 14, SA de 14 a 20, DO de 08 a 14, DO de 14 a 20",,,Restringido,,,
AS,9126,AS-09126,LO,1315,LO-001315,Activo,"Delgado Alejandro","2024-01-16 11:41:52",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,15180,AS-15180,LO,7384,LO-007384,Activo,"Delgado Alejandro","2024-01-16 12:09:03",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,14888,AS-14888,LO,7091,LO-007091,Activo,"Delgado Alejandro","2024-01-16 12:07:43",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,10972,AS-10972,LO,3165,LO-003165,Activo,"Delgado Alejandro","2024-01-16 11:50:20",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,13217,AS-13217,LO,5418,LO-005418,Activo,"Delgado Alejandro","2024-01-16 12:00:10",2023-05-25,No,,,,,,,,,,"No Restringido",,Locken,
AS,10069,AS-10069,LO,2260,LO-002260,Activo,"Delgado Alejandro","2024-01-16 11:46:06",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,8688,AS-08688,LO,876,LO-000876,Activo,"Delgado Alejandro","2024-01-16 11:39:57",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","Para los accesos en dÃ­as y horario laboral llamar a DamiÃ¡n Figuera al 696 773 428--Para los accesos en horario nocturno y fines de semana llamar a Andreu Soler al 618 749 338 (16-06-15).",,
AS,8361,AS-08361,LO,548,LO-000548,Activo,"Delgado Alejandro","2024-01-16 11:38:27",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,10268,AS-10268,LO,2460,LO-002460,Activo,"Delgado Alejandro","2024-01-16 11:47:03",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,12113,AS-12113,LO,4306,LO-004306,Activo,"Delgado Alejandro","2024-01-16 11:55:36",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Otros,"ENVIAR FAX NÂº: 91/741 30 02 A LA ATC. DE D. Vicente Vaca (Jefe de Mantenimiento), --",Locken,
AS,9572,AS-09572,LO,1761,LO-001761,Activo,"Delgado Alejandro","2024-01-16 11:43:48",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,14010,AS-14010,LO,6211,LO-006211,Activo,"Delgado Alejandro","2024-01-10 21:05:58",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","UBICACION DE EQUIPOS EN LA TORRE TUBULAR GRIS , BOMBIN KEY BOX AHORA SIN LLAVE LOCKEN , (HAY QUE LLEVARLA ) NSN actualizado 26/04/201",Locken,
AS,11391,AS-11391,LO,3584,LO-003584,Activo,"Delgado Alejandro","2024-01-16 11:52:20",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,13790,AS-13790,LO,5991,LO-005991,Activo,"Delgado Alejandro","2024-01-16 12:02:37",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,15227,AS-15227,LO,7431,LO-007431,Activo,"Delgado Alejandro","2024-01-16 12:09:17",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,10475,AS-10475,LO,2668,LO-002668,Activo,"Delgado Alejandro","2024-01-16 11:48:00",2023-05-25,No,,,,,,,,,,Restringido,,,
AS,10932,AS-10932,LO,3125,LO-003125,Activo,"Delgado Alejandro","2024-01-16 11:50:11",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,14760,AS-14760,LO,6962,LO-006962,Activo,"Delgado Alejandro","2024-01-16 12:07:08",2023-05-25,Si,,,,,,,"LU - VI de 08 a 14",,,Restringido,"Acceso L-V 10 a 13h",,
AS,12518,AS-12518,LO,4717,LO-004717,Activo,"Delgado Alejandro","2024-01-16 11:57:14",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"Se accede por una trampilla.",Locken,
AS,7996,AS-07996,LO,183,LO-000183,Activo,"Delgado Alejandro","2024-01-16 11:36:46",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,8109,AS-08109,LO,296,LO-000296,Activo,"Delgado Alejandro","2024-01-16 11:37:18",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,10046,AS-10046,LO,2237,LO-002237,Activo,"Delgado Alejandro","2024-01-16 11:45:59",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,12814,AS-12814,LO,5015,LO-005015,Activo,"Delgado Alejandro","2024-01-10 21:03:00",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,14663,AS-14663,LO,6865,LO-006865,Activo,"Delgado Alejandro","2024-01-10 21:07:34",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,14985,AS-14985,LO,7188,LO-007188,Activo,"Delgado Alejandro","2024-01-16 12:08:12",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,9166,AS-09166,LO,1355,LO-001355,Activo,"Delgado Alejandro","2024-01-16 11:42:01",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,10315,AS-10315,LO,2507,LO-002507,Activo,"Delgado Alejandro","2024-01-16 11:47:15",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,15623,AS-15623,LO,7828,LO-007828,Activo,"Delgado Alejandro","2024-01-10 21:09:51",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,13980,AS-13980,LO,6181,LO-006181,Activo,"Delgado Alejandro","2024-01-16 12:03:28",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,13848,AS-13848,LO,6049,LO-006049,Activo,"Delgado Alejandro","2024-01-16 12:02:51",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,11906,AS-11906,LO,4099,LO-004099,Activo,"Delgado Alejandro","2024-01-16 11:54:42",2023-05-25,Si,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20",,,Restringido,,,
AS,9900,AS-09900,LO,2091,LO-002091,Activo,"Delgado Alejandro","2024-01-16 11:45:18",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,15064,AS-15064,LO,7267,LO-007267,Activo,"Delgado Alejandro","2024-01-16 12:08:33",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,9674,AS-09674,LO,1864,LO-001864,Activo,"Delgado Alejandro","2024-01-16 11:44:15",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,9783,AS-09783,LO,1973,LO-001973,Activo,"Delgado Alejandro","2024-01-10 20:55:12",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,14082,AS-14082,LO,6284,LO-006284,Activo,"Delgado Alejandro","2024-01-16 12:04:00",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,10789,AS-10789,LO,2982,LO-002982,Activo,"Delgado Alejandro","2024-01-16 11:49:34",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","La prop denuncia que los tec dejan el antiescolo sin poner, es peligroso la cubierta es de planchas PVC.",Locken,
AS,13995,AS-13995,LO,6196,LO-006196,Activo,"Delgado Alejandro","2024-01-16 12:03:33",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,12110,AS-12110,LO,4303,LO-004303,Activo,"Delgado Alejandro","2024-01-16 11:55:35",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,Locken,
AS,8490,AS-08490,LO,677,LO-000677,Activo,"Delgado Alejandro","2024-01-16 11:39:05",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,9875,AS-09875,LO,2066,LO-002066,Activo,"Delgado Alejandro","2024-01-10 20:55:25",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido","Aceso 24x7 No restringido. TP fuera del horario nocturno para evitar ruidos",Locken,
AS,14218,AS-14218,LO,6420,LO-006420,Activo,"Delgado Alejandro","2024-01-16 12:04:38",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,12412,AS-12412,LO,4609,LO-004609,Activo,"Delgado Alejandro","2024-01-16 11:56:45",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,15542,AS-15542,LO,7747,LO-007747,Activo,"Delgado Alejandro","2024-01-16 12:10:45",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,Locken,
AS,11458,AS-11458,LO,3651,LO-003651,Activo,"Delgado Alejandro","2024-01-16 11:52:36",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,12294,AS-12294,LO,4487,LO-004487,Activo,"Delgado Alejandro","2024-01-10 21:01:42",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20",,,Restringido,"Portero Ãngel 678681906--Horario de porterÃ­a porque no hay llaves.",Locken,
AS,10645,AS-10645,LO,2838,LO-002838,Activo,"Delgado Alejandro","2024-01-16 11:48:54",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,"BombÃ­n Locken OSP con llaves propiedad."
AS,8147,AS-08147,LO,334,LO-000334,Activo,"Delgado Alejandro","2024-01-16 11:37:28",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,10592,AS-10592,LO,2785,LO-002785,Activo,"Delgado Alejandro","2024-01-16 11:48:40",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,12544,AS-12544,LO,4743,LO-004743,Activo,"Delgado Alejandro","2024-01-16 11:57:19",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,15016,AS-15016,LO,7219,LO-007219,Activo,"Delgado Alejandro","2024-01-16 12:08:21",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,14761,AS-14761,LO,6963,LO-006963,Activo,"Delgado Alejandro","2024-01-16 12:07:08",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","07/06 Enviar siempre mail a sbexpresstgn@sbhotels.es   Entre 8:30h a 18:30h (L-V) acompaÃ±a mantenimiento.Fuera de este horario hablar con RecepciÃ³n para que faciliten las llaves previo envio mail.",,
AS,14709,AS-14709,LO,6911,LO-006911,Activo,"Delgado Alejandro","2024-01-16 12:06:53",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,,
AS,11497,AS-11497,LO,3690,LO-003690,Activo,"Delgado Alejandro","2024-01-16 11:52:48",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,8441,AS-08441,LO,628,LO-000628,Activo,"Delgado Alejandro","2024-01-16 11:38:51",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,13213,AS-13213,LO,5414,LO-005414,Activo,"Delgado Alejandro","2024-01-16 12:00:09",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,TelÃ©fono,"Avisar por telÃ©fono antes de ir",,
AS,7971,AS-07971,LO,158,LO-000158,Activo,"Delgado Alejandro","2024-01-16 11:36:39",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,10081,AS-10081,LO,2272,LO-002272,Activo,"Delgado Alejandro","2024-01-16 11:46:10",2023-05-25,No,,,Indiferente,,,,,,,"No Restringido",,,
AS,9762,AS-09762,LO,1952,LO-001952,Activo,"Delgado Alejandro","2024-01-16 11:44:37",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,13289,AS-13289,LO,5490,LO-005490,Activo,"Delgado Alejandro","2024-01-16 12:00:29",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,14994,AS-14994,LO,7197,LO-007197,Activo,"Delgado Alejandro","2024-01-16 12:08:15",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,13888,AS-13888,LO,6089,LO-006089,Activo,"Delgado Alejandro","2024-01-16 12:03:02",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,15506,AS-15506,LO,7711,LO-007711,Activo,"Delgado Alejandro","2024-01-10 21:09:34",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"A3 08/01/15 recepcion@eltrovador.com no esperar respuesta--",,
AS,15561,AS-15561,LO,7766,LO-007766,Activo,"Delgado Alejandro","2024-01-16 12:10:50",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,9837,AS-09837,LO,2027,LO-002027,Activo,"Delgado Alejandro","2024-01-16 11:45:00",2023-05-25,No,,4x4,4x4,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,15511,AS-15511,LO,7716,LO-007716,Activo,"Delgado Alejandro","2024-01-16 12:10:37",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,11872,AS-11872,LO,4065,LO-004065,Activo,"Delgado Alejandro","2024-01-16 11:54:33",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,8683,AS-08683,LO,871,LO-000871,Activo,"Delgado Alejandro","2024-01-16 11:39:56",2023-05-25,No,,,,,,,,,,"No Restringido",,Locken,
AS,13112,AS-13112,LO,5313,LO-005313,Activo,"Delgado Alejandro","2024-01-16 11:59:42",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,10639,AS-10639,LO,2832,LO-002832,Activo,"Delgado Alejandro","2024-01-16 11:48:52",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"fuera de horario ir al centro de seguridad tenemos autorizacion",,
AS,11095,AS-11095,LO,3288,LO-003288,Activo,"Delgado Alejandro","2024-01-18 23:46:02",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,15115,AS-15115,LO,7318,LO-007318,Activo,"Delgado Alejandro","2024-01-16 12:08:46",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,15491,AS-15491,LO,7696,LO-007696,Activo,"Delgado Alejandro","2024-01-16 12:10:30",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,12566,AS-12566,LO,4766,LO-004766,Activo,"Delgado Alejandro","2024-01-18 23:46:03",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Empresa ComparticiÃ³n",
AS,14739,AS-14739,LO,6941,LO-006941,Activo,"Delgado Alejandro","2024-01-10 21:07:44",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,9343,AS-09343,LO,1532,LO-001532,Activo,"Delgado Alejandro","2024-01-16 11:42:41",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,TelÃ©fono,,,
AS,9022,AS-09022,LO,1211,LO-001211,Activo,"Delgado Alejandro","2024-01-16 11:41:24",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20, SA de 08 a 14",,,Restringido,,"No son necesarias llaves","Acceso solo en Horario Comercial L-S"
AS,11269,AS-11269,LO,3462,LO-003462,Activo,"Delgado Alejandro","2024-01-16 11:51:44",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,14779,AS-14779,LO,6982,LO-006982,Activo,"Delgado Alejandro","2024-01-10 21:07:50",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"Mandar correo a Elena Garcia Mera (egarciam@ac-hotels.com) con las personas que acceden y el motivo.",,
AS,13476,AS-13476,LO,5677,LO-005677,Activo,"Delgado Alejandro","2024-01-16 12:01:16",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","Francisco Vicente: 659 39 28 18--Administrador- PACO Fijo:923 26 44 35","Llave Abloy",
AS,25291,AS-25291,LO,8662,LO-008662,,"Alexandre GOMBA","2024-01-18 23:43:27",2024-01-18,No,"Carretera asfaltada",,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,9254,AS-09254,LO,1443,LO-001443,Activo,"Delgado Alejandro","2024-01-16 11:42:20",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20",,,"No Restringido",,,
AS,10170,AS-10170,LO,2362,LO-002362,Activo,"Delgado Alejandro","2024-01-16 11:46:35",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","Avisar a la propiedad antes de acudir","Llave Abloy","Para acceder es mediante un candado con llave abloy,la misma de la estaciÃ³n"
AS,9685,AS-09685,LO,1875,LO-001875,Activo,"Delgado Alejandro","2024-01-16 11:44:17",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,7895,AS-07895,LO,81,LO-000081,Activo,"Delgado Alejandro","2024-01-16 11:36:16",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,14652,AS-14652,LO,6854,LO-006854,Activo,"Delgado Alejandro","2024-01-16 12:06:37",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,14448,AS-14448,LO,6650,LO-006650,Activo,"Delgado Alejandro","2024-01-16 12:05:40",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,10129,AS-10129,LO,2321,LO-002321,Activo,"Delgado Alejandro","2024-01-16 11:46:22",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,8226,AS-08226,LO,413,LO-000413,Activo,"Delgado Alejandro","2024-01-16 11:37:48",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","acceso 24h--NSN actualizado 31.3.11",Locken,"llave locken Orange--NSN actualizado 31.3.11"
AS,9831,AS-09831,LO,2021,LO-002021,Activo,"Delgado Alejandro","2024-01-16 11:44:59",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,8526,AS-08526,LO,713,LO-000713,Activo,"Delgado Alejandro","2024-01-16 11:39:14",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,15046,AS-15046,LO,7249,LO-007249,Activo,"Delgado Alejandro","2024-01-16 12:08:29",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,10774,AS-10774,LO,2967,LO-002967,Activo,"Delgado Alejandro","2024-01-10 20:57:38",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,12106,AS-12106,LO,4299,LO-004299,Activo,"Delgado Alejandro","2024-01-16 11:55:34",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,Locken,
