"ID del Sitio - prefix","ID del Sitio - number","ID del Sitio","Id Emplazamiento - prefix","Id Emplazamiento - number","Id Emplazamiento","Id EnergÃ­a - prefix","Id EnergÃ­a - number","Id EnergÃ­a","Id LegalizaciÃ³n - prefix","Id LegalizaciÃ³n - number","Id LegalizaciÃ³n",Estado,"Nombre del Sitio","Prioridad del Site","CategorÃ­a Site",Host,Description,"Tipo de Site","Next preventive maintenance visit","O&M subcontractor","O&M manager","Coordenadas - Latitude - WGS 84","Coordenadas - Longitude - WGS 84","Coordenadas - Elevation","Teleporte Site Id","Site Sera4","Site Sera4 Info","Sync To Sera4's Site","Sera4 site id","Site total costs","Tag from location","Griet Site","Responsable GRIET","Zona Totem",Observaciones,"Tipo de Infraestructura","Resultado Previabilidad Fibra","Motivo Previabilidad Desfavorable","Causas Abandono","Fecha de RFI","Fecha InstalaciÃ³n Tenant","Fecha Desmantelamiento","Site ID (client)"
SPA-MU,525,SPA-MU00525,LO,4143,LO-004143,PW,4185,PW-4185,AA,4153,AA-4153,Activo,MU0525,P3,DDEE,,MU09B5781,"Nueva Demanda",,,,37.63475,-1.700242,0.0,,false,,false,,,,false,,REST,"17/04/2015: Especificar fecha exacta.",AZOTEA,,,,,,,MU0525
SPA-MX,450,SPA-MX00450,LO,4401,LO-004401,PW,4443,PW-4443,AA,4411,AA-4411,Activo,MX0450,P3,Macro,,,"Nueva Demanda",,,,40.391222,-3.721368,600.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX0450
SPA-LO,33,SPA-LO00033,LO,3527,LO-003527,PW,3574,PW-3574,AA,3539,AA-3539,Activo,LO0033,P3,Macro,,,"Nueva Demanda",,,,42.357942,-2.473615,515.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,LO0033
SPA-SA,5511,SPA-SA05511,LO,5681,LO-005681,PW,5715,PW-5715,AA,5685,AA-5685,Activo,SA5511,P3,Macro,,,"Nueva Demanda",,,,40.965595,-5.665532,796.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SA5511
SPA-BX,6154,SPA-BX06154,LO,1426,LO-001426,PW,1484,PW-1484,AA,1442,AA-1442,Activo,BX6154,P3,DDEE,,"PABELLON 0 FIRA II","Nueva Demanda",,,,41.353869,2.126843,40.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX6154
SPA-MX,6778,SPA-MX06778,LO,4955,LO-004955,PW,4994,PW-4994,AA,4962,AA-4962,Activo,MX6778,P3,"PeticiÃ³n Cliente",,,"Nueva Demanda",,,,40.393568,-3.866396,0.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,MX6778
SPA-MX,426,SPA-MX00426,LO,4386,LO-004386,PW,4428,PW-4428,AA,4396,AA-4396,Desmantelado,MX0426,P3,Macro,,,"Nueva Demanda",,,,40.519402,-3.776516,604.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,MX0426
SPA-MX,363,SPA-MX00363,LO,4348,LO-004348,PW,4389,PW-4389,AA,4358,AA-4358,Activo,MX0363,P3,Macro,,,"Nueva Demanda",,,,40.440896,-3.683213,685.0,,false,,false,,,,false,,RCEN,"Trabajos programados sÃ³lo en horario de porterÃ­a previo aviso a fausto@agesa.eu o al portero JosÃ© Luis GarcÃ­a 686918089 (SM.Julio 2016)",AZOTEA,,,,,,,MX0363
SPA-CA,9106,SPA-CA09106,LO,1535,LO-001535,PW,1592,PW-1592,AA,1551,AA-1551,Activo,CA9106,P3,DDEE,,"ADIF: APEADERO SAN SEVERIA. 327-2010-0415","Nueva Demanda",,,,36.521743,-6.280638,10.0,,false,,false,,,,false,,RSUR,"EXPTE: 327-2010-0415",TORRE,,,,,,,CA9106
SPA-BX,1041,SPA-BX01041,LO,1108,LO-001108,PW,1164,PW-1164,AA,1124,AA-1124,Activo,BX1041,P3,Macro,,,"Nueva Demanda",,,,41.366964,2.124118,37.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX1041
SPA-LX,9695,SPA-LX09695,LO,3742,LO-003742,PW,3786,PW-3786,AA,3754,AA-3754,Activo,LX9695,P3,Macro,,,"Nueva Demanda",,,,41.800959,1.016942,100.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,LX9695
SPA-GC,1140,SPA-GC01140,,,-,,,-,,,-,Viabilidad,GC1140,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,
SPA-BU,4244,SPA-BU04244,LO,709,LO-000709,PW,764,PW-0764,AA,727,AA-0727,Activo,BU4244,P1,Macro,,,"Nueva Demanda",,,,42.377832,-3.910554,904.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,BU4244
SPA-OR,8711,SPA-OR08711,LO,5111,LO-005111,PW,5146,PW-5146,AA,5116,AA-5116,Activo,OR8711,P3,Macro,,,"Nueva Demanda",,,,42.347725,-7.922121,142.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,OR8711
SPA-LE,2053,SPA-LE02053,LO,3507,LO-003507,PW,3554,PW-3554,AA,3519,AA-3519,Activo,LE2053,P3,Macro,,,"Nueva Demanda",,,,42.405513,-5.456488,786.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LE2053
SPA-BX,2437,SPA-BX02437,LO,1281,LO-001281,PW,1338,PW-1338,AA,1297,AA-1297,Activo,BX2437,P3,Macro,,"EN UN ARMARIO BERRADE EN HOTEL SUN & MOOM SE ENTRA POR C/FERRAN 17","Nueva Demanda",,,,41.381154,2.174599,6.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX2437
SPA-GC,50,SPA-GC00050,LO,2360,LO-002360,PW,2409,PW-2409,AA,2374,AA-2374,Activo,GC0050,P3,Macro,,,"Nueva Demanda",,,,28.116323,-15.431977,106.0,,false,,false,,,,false,,RCEN,"MILIO HILARIO NAVARRO mÃ³vil 675.088.155. Llamar 24 horas antes si no no permite acceso.",AZOTEA,,,,,,,GC0050
SPA-MX,34,SPA-MX00034,LO,4198,LO-004198,PW,4238,PW-4238,AA,4208,AA-4208,Activo,MX0034,P1,Macro,,,"Nueva Demanda",,,,40.439271,-3.674156,695.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX0034
SPA-HU,7147,SPA-HU07147,LO,2858,LO-002858,PW,2905,PW-2905,AA,2872,AA-2872,Activo,HU7147,P3,Macro,,,"Nueva Demanda",,,,42.774095,-0.337837,1455.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,HU7147
SPA-CO,6024,SPA-CO06024,,,-,,,-,,,-,Viabilidad,CO6024,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,
SPA-BU,4301,SPA-BU04301,LO,731,LO-000731,PW,785,PW-0785,AA,749,AA-0749,Activo,BU4301,P3,Macro,,,"Nueva Demanda",,,,42.932621,-3.486164,595.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,BU4301
SPA-CS,15,SPA-CS00015,LO,1837,LO-001837,PW,1892,PW-1892,AA,1852,AA-1852,Activo,CS0015,P3,Macro,,,"Nueva Demanda",,,,39.858448,-0.183608,47.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,CS0015
SPA-MX,6803,SPA-MX06803,LO,4958,LO-004958,PW,4997,PW-4997,AA,4965,AA-4965,Activo,MX6803,P2,"PeticiÃ³n Cliente",,,"Nueva Demanda",,,,40.293595,-3.999781,0.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,MX6803
SPA-VX,94,SPA-VX00094,LO,7267,LO-007267,PW,7284,PW-7284,AA,7266,AA-7266,Activo,VX0094,P3,Macro,,"BTS VALR0262","Nueva Demanda",,,,39.075804,-0.590793,36.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,VX0094
SPA-CS,40,SPA-CS00040,LO,1850,LO-001850,PW,1904,PW-1904,AA,1865,AA-1865,Activo,CS0040,P3,Macro,,"BTS VALR8953","Nueva Demanda",,,,40.264816,0.258116,88.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,CS0040
SPA-ZX,3682,SPA-ZX03682,LO,7821,LO-007821,PW,7830,PW-7830,AA,7819,AA-7819,Activo,ZX3682,P3,DDEE,,,"Nueva Demanda",,,,41.670744,-0.899895,0.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,ZX3682
SPA-CE,1013,SPA-CE01013,,,-,,,-,,,-,Viabilidad,CE1013,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,CE1013
SPA-MX,692,SPA-MX00692,LO,4488,LO-004488,PW,4530,PW-4530,AA,4498,AA-4498,Activo,MX0692,P1,Macro,,,"Nueva Demanda",,,,40.501359,-3.894551,712.0,,false,,false,,,,false,,RCEN,"CENTRO GRIET -",AZOTEA,,,,,,,MX0692
SPA-MX,3892,SPA-MX03892,LO,4759,LO-004759,PW,4798,PW-4798,AA,4766,AA-4766,Activo,MX3892,P3,Macro,,,"Nueva Demanda",,,,40.538874,-3.893251,0.0,,false,,false,,,,false,,RCEN,"Accesos programados: L a J de 7 a 20hs y V de 7 a 17hs, previa solicitud con listado de tÃ©cnicos, fecha y hÂº a europaempresarial@chasa.es y produccion@chasa.es (SM.Feb.2017)",AZOTEA,,,,,,,MX3892
SPA-VX,1164,SPA-VX01164,LO,7462,LO-007462,PW,7475,PW-7475,AA,7460,AA-7460,Activo,VX1164,P2,Macro,,VAL0164,"Nueva Demanda",,,,39.456409,-0.453544,45.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,VX1164
SPA-SS,5521,SPA-SS05521,LO,6216,LO-006216,PW,6248,PW-6248,AA,6216,AA-6216,Desmantelado,SS5521,P3,Macro,,"EL SITE HA QUEDADO RESCINDIDO, FINALMENTE NO SE HA CONSTRUIDO","Nueva Demanda",,,,43.305769,-1.930817,10.0,,false,,false,,,,false,,RNOR,"EL SITE HA QUEDADO RESCINDIDO, FINALMENTE NO SE HA CONSTRUIDO",AZOTEA,,,,,,,SS5521
SPA-HU,7190,SPA-HU07190,LO,2879,LO-002879,PW,2926,PW-2926,AA,2893,AA-2893,Desmantelado,HU7190,P3,Macro,,,"Nueva Demanda",,,,42.123517,-0.28495,566.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,HU7190
SPA-HU,7142,SPA-HU07142,LO,2855,LO-002855,PW,2902,PW-2902,AA,2869,AA-2869,Activo,HU7142,P3,Macro,,,"Nueva Demanda",,,,42.31264,-0.428744,1042.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,HU7142
SPA-JX,8225,SPA-JX08225,LO,3329,LO-003329,PW,3376,PW-3376,AA,3341,AA-3341,Activo,JX8225,P3,Macro,,,"Nueva Demanda",,,,38.023177,-3.36752,768.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,JX8225
SPA-MX,9551,SPA-MX09551,LO,4995,LO-004995,PW,5032,PW-5032,AA,5000,AA-5000,Activo,MX9551,P3,DDEE,,,"Nueva Demanda",,,,40.418848,-3.683432,0.0,,false,,false,,,,false,,RCEN,"No es necesario solicitar acceso previo","LOCAL TECNICO",,,,,,,MX9551
SPA-VX,5508,SPA-VX05508,LO,7609,LO-007609,PW,7620,PW-7620,AA,7607,AA-7607,Activo,VX5508,P3,Macro,,VALX3508,"Nueva Demanda",,,,39.162027,-0.253584,11.0,,false,,false,,,,false,,REST,"Antena tipo slimsite en casetÃ³n",AZOTEA,,,,,,,VX5508
SPA-TO,2107,SPA-TO02107,LO,6779,LO-006779,PW,6800,PW-6800,AA,6779,AA-6779,Desmantelado,TO2107,P3,DDEE,,,"Nueva Demanda",,,,39.409044,-3.826328,700.0,,false,,false,,,,false,,RCEN,"IMPORTANTE Actualizado 03/2020 Acceso Peligroso animales sueltos",TORRE,,,,,,,TO2107
SPA-TF,7071,SPA-TF07071,LO,6618,LO-006618,PW,6639,PW-6639,AA,6618,AA-6618,Activo,TF7071,P2,Macro,,,"Nueva Demanda",,,,28.81946,-17.77335,0.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,TF7071
SPA-SE,1158,SPA-SE01158,,,-,,,-,,,-,Viabilidad,SE1158,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,
SPA-SG,9555,SPA-SG09555,LO,6092,LO-006092,PW,6126,PW-6126,AA,6094,AA-6094,Activo,SG9555,P3,Macro,,,"Nueva Demanda",,,,41.282714,-4.124908,884.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SG9555
SPA-SE,2067,SPA-SE02067,LO,5991,LO-005991,PW,6025,PW-6025,AA,5993,AA-5993,Activo,SE2067,P1,Macro,,,"Nueva Demanda",,,,37.261068,-5.918831,49.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,SE2067
SPA-CA,4514,SPA-CA04514,LO,1495,LO-001495,PW,1553,PW-1553,AA,1511,AA-1511,Activo,CA4514,P1,Macro,,,"Nueva Demanda",,,,36.182614,-5.436282,5.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,CA4514
SPA-CS,132,SPA-CS00132,LO,1898,LO-001898,PW,1951,PW-1951,AA,1913,AA-1913,Activo,CS0132,P2,Macro,,"BTS VALR8821","Nueva Demanda",,,,39.995653,0.015925,11.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,CS0132
SPA-TE,90,SPA-TE00090,LO,6433,LO-006433,PW,6464,PW-6464,AA,6433,AA-6433,Activo,TE0090,P3,Macro,,,"Nueva Demanda",,,,40.227949,-0.818066,960.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,TE0090
SPA-MX,9537,SPA-MX09537,LO,4994,LO-004994,PW,5031,PW-5031,AA,4999,AA-4999,"En Desmantelamiento",MX9537,P3,"PeticiÃ³n Cliente",,"CLIENTE BANCO SANTANDER CENTRAL HISPANO","Nueva Demanda",,,,40.448444,-3.645102,688.0,,false,,false,,,,false,,RCEN,,CASETA,,,,,,,MX9537
SPA-LE,601,SPA-LE00601,LO,3410,LO-003410,PW,3457,PW-3457,AA,3422,AA-3422,Activo,LE0601,P3,Macro,,,"Nueva Demanda",,,,42.591985,-5.488366,861.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LE0601
SPA-BX,4381,SPA-BX04381,,,-,,,-,,,-,Viabilidad,BX4381,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX4381
SPA-MX,3136,SPA-MX03136,,,-,,,-,,,-,Viabilidad,MX3136,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RCEN,,Fachada,,,,,,,
SPA-SX,1502,SPA-SX01502,,,-,,,-,,,-,Viabilidad,SX1502,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,
SPA-CX,301,SPA-CX00301,LO,2118,LO-002118,PW,2168,PW-2168,AA,2133,AA-2133,Activo,CX0301,P2,Macro,,,"Nueva Demanda",,,,43.483491,-8.240072,43.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,CX0301
SPA-VX,1360,SPA-VX01360,LO,7513,LO-007513,PW,7526,PW-7526,AA,7511,AA-7511,Activo,VX1360,P3,Macro,,,"Nueva Demanda",,,,39.511511,-0.355715,9.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,VX1360
SPA-BX,102,SPA-BX00102,LO,807,LO-000807,PW,861,PW-0861,AA,825,AA-0825,Activo,BX0102,P1,Macro,,,"Nueva Demanda",,,,41.38359,2.161313,21.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX0102
SPA-VA,2019,SPA-VA02019,LO,6983,LO-006983,PW,7002,PW-7002,AA,6982,AA-6982,Activo,VA2019,P3,Macro,,,"Nueva Demanda",,,,41.637788,-4.761413,764.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,VA2019
SPA-MX,4029,SPA-MX04029,LO,4791,LO-004791,PW,4830,PW-4830,AA,4798,AA-4798,Activo,MX4029,P3,Macro,,"HOTEL TRIP MADRID CHAMBERÃ","Nueva Demanda",,,,40.438324,-3.700807,687.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX4029
SPA-CO,7131,SPA-CO07131,LO,1640,LO-001640,PW,1697,PW-1697,AA,1655,AA-1655,Activo,CO7131,P3,Macro,,,"Nueva Demanda",,,,37.516837,-4.657563,269.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,CO7131
SPA-BX,305,SPA-BX00305,LO,841,LO-000841,PW,895,PW-0895,AA,857,AA-0857,Activo,BX0305,P3,Macro,,"NEUMÃTICOS RODI","Nueva Demanda",,,,41.350647,2.14631,5.0,,false,,false,,,,false,,REST,"HORARIOS : 08:30 - 13:30 Y 15:30 19:00",AZOTEA,,,,,,,BX0305
SPA-SE,2212,SPA-SE02212,LO,6003,LO-006003,PW,6037,PW-6037,AA,6005,AA-6005,Activo,SE2212,P3,Macro,,,"Nueva Demanda",,,,37.579681,-6.106564,154.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,SE2212
SPA-LX,1112,SPA-LX01112,LO,3696,LO-003696,PW,3740,PW-3740,AA,3708,AA-3708,Activo,LX1112,P2,Macro,,,"Nueva Demanda",,,,42.374114,1.461282,880.0,,false,,false,,,,false,,REST,,"LOCAL TECNICO",,,,,,,LX1112
SPA-AV,8407,SPA-AV08407,LO,139,LO-000139,PW,16054,PW-16054,AA,138,AA-0138,Desmantelado,AV8407,P3,Macro,,,"Nueva Demanda",,,,40.655606,-4.692372,1111.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,AV8407
SPA-BX,3978,SPA-BX03978,,,-,,,-,,,-,Viabilidad,BX3978,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX3978
SPA-SG,9552,SPA-SG09552,LO,6091,LO-006091,PW,6125,PW-6125,AA,6093,AA-6093,Activo,SG9552,P3,Macro,,,"Nueva Demanda",,,,41.447033,-3.480373,965.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SG9552
SPA-TX,7706,SPA-TX07706,LO,6901,LO-006901,PW,6922,PW-6922,AA,6900,AA-6900,Activo,TX7706,P3,Macro,,,"Nueva Demanda",,,,41.085533,0.960506,15.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,TX7706
SPA-MX,6522,SPA-MX06522,,,-,PW,4987,PW-4987,AA,4955,AA-4955,Viabilidad,MX6522,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RCEN,"EMPLAZAMIENTO CORRESPONDIENTES A LOS NODOS MAD6522 Y MAD6523",Fachada,,,,,,,MX6522
SPA-BX,1951,SPA-BX01951,LO,1232,LO-001232,PW,1289,PW-1289,AA,1248,AA-1248,Activo,BX1951,P3,Macro,,,"Nueva Demanda",,,,41.574759,2.01866,326.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX1951
SPA-BI,3,SPA-BI00003,LO,454,LO-000454,PW,514,PW-0514,AA,454,AA-0454,Activo,BI0003,P1,Macro,,,"Nueva Demanda",,,,43.262494,-2.928127,17.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,BI0003
SPA-LU,2,SPA-LU00002,LO,3557,LO-003557,PW,3601,PW-3601,AA,3569,AA-3569,Activo,LU0002,P1,Macro,,,"Nueva Demanda",,,,43.590201,-7.423538,550.0,,false,,false,,,,false,,RNOR,"CENTRO GRIET -",TORRE,,,,,,,LU0002
SPA-LE,1503,SPA-LE01503,LO,3439,LO-003439,PW,3486,PW-3486,AA,3451,AA-3451,Activo,LE1503,P1,Macro,,,"Nueva Demanda",,,,42.73979,-5.610776,1118.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LE1503
SPA-NA,43,SPA-NA00043,LO,5033,LO-005033,PW,5068,PW-5068,AA,5038,AA-5038,Activo,NA0043,P2,Macro,,,"Nueva Demanda",,,,42.593019,-1.369724,568.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,NA0043
SPA-BI,405,SPA-BI00405,LO,511,LO-000511,PW,571,PW-0571,AA,511,AA-0511,Activo,BI0405,P2,Macro,,BALPARDA,"Nueva Demanda",,,,43.318,-3.043706,45.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,BI0405
SPA-ZX,517,SPA-ZX00517,LO,7775,LO-007775,PW,7785,PW-7785,AA,7773,AA-7773,Activo,ZX0517,P3,Macro,,,"Nueva Demanda",,,,41.835426,-1.177726,400.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,ZX0517
SPA-TF,5666,SPA-TF05666,LO,6493,LO-006493,PW,6522,PW-6522,AA,6493,AA-6493,Activo,TF5666,P3,Macro,,,"Nueva Demanda",,,,28.46015,-16.449431,238.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,TF5666
SPA-MX,8257,SPA-MX08257,,,-,,,-,,,-,Viabilidad,MX8257,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RCEN,,Fachada,,,,,,,
SPA-MX,16,SPA-MX00016,LO,4191,LO-004191,PW,4231,PW-4231,AA,4201,AA-4201,Activo,MX0016,P3,Macro,,,"Nueva Demanda",,,,40.450663,-3.677162,709.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX0016
SPA-VA,2118,SPA-VA02118,LO,6996,LO-006996,PW,7015,PW-7015,AA,6995,AA-6995,Activo,VA2118,P3,Macro,,,"Nueva Demanda",,,,41.637357,-4.755995,740.0,,false,,false,,,,false,,RNOR,"24/1/13 el ayto nos tiene por desistidos  por no conteestar a un requerimiento desde 2010. Promotor Vod de la adecuaciÃ³n. Problemas con las cargas y pilares del edificio.mail de Jco:Al haber caducado el procedimiento no consideramos oportuno impugnar la resoluciÃ³n.4/12/13 presentado pti u900+lte",AZOTEA,,,,,,,VA2118
SPA-SS,6001,SPA-SS06001,LO,6263,LO-006263,PW,6295,PW-6295,AA,6263,AA-6263,Activo,SS6001,P3,Micro,,"ACCESO: GESTIONARLO VIA DNO_ACCESOS 03/2017","Nueva Demanda",,,,43.322817,-1.985989,33.0,,false,,false,,,,false,,RNOR,,"LOCAL TECNICO",,,,,,,SS6001
SPA-VX,460,SPA-VX00460,LO,7360,LO-007360,PW,7374,PW-7374,AA,7359,AA-7359,Activo,VX0460,P2,Macro,,,"Nueva Demanda",,,,39.344343,-0.419086,10.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,VX0460
SPA-MX,6442,SPA-MX06442,LO,4943,LO-004943,PW,4982,PW-4982,AA,4950,AA-4950,Activo,MX6442,P3,Macro,,,"Nueva Demanda",,,,40.367712,-3.608497,638.0,,false,,false,,,,false,,RCEN,"20200630 Enviar mail a sistemas@grupoortiz.com",AZOTEA,,,,,,,MX6442
SPA-BX,40,SPA-BX00040,LO,795,LO-000795,PW,849,PW-0849,AA,813,AA-0813,Activo,BX0040,P2,Macro,,,"Nueva Demanda",,,,41.409845,2.136568,136.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX0040
SPA-LX,9821,SPA-LX09821,LO,3754,LO-003754,PW,3798,PW-3798,AA,3766,AA-3766,Activo,LX9821,P3,Macro,,"TERRENOS FECSA GAVET DE LA CONCA","Nueva Demanda",,,,42.106792,0.905471,413.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,LX9821
SPA-MA,2633,SPA-MA02633,LO,3863,LO-003863,PW,3906,PW-3906,AA,3874,AA-3874,Activo,MA2633,P3,Macro,,,"Nueva Demanda",,,,36.807948,-4.44427,298.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,MA2633
SPA-BU,4148,SPA-BU04148,LO,661,LO-000661,PW,717,PW-0717,AA,679,AA-0679,Activo,BU4148,P3,Macro,,,"Nueva Demanda",,,,42.61466,-3.272017,714.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,BU4148
SPA-OX,1141,SPA-OX01141,LO,5278,LO-005278,PW,5312,PW-5312,AA,5282,AA-5282,Activo,OX1141,P3,Macro,,,"Nueva Demanda",,,,43.476993,-5.424924,112.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,OX1141
SPA-MA,2536,SPA-MA02536,LO,3827,LO-003827,PW,3870,PW-3870,AA,3838,AA-3838,Activo,MA2536,P3,Macro,,,"Nueva Demanda",,,,36.738298,-4.432186,50.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,MA2536
SPA-MX,2029,SPA-MX02029,LO,4604,LO-004604,PW,4643,PW-4643,AA,4611,AA-4611,Activo,MX2029,P2,Macro,,"ADIF:321-2015-0351 ESTACION DE MATAESPESA (ALPEDRETE)","Nueva Demanda",,,,40.657779,-4.035073,913.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,MX2029
SPA-OR,9801,SPA-OR09801,LO,5182,LO-005182,PW,5217,PW-5217,AA,5187,AA-5187,Activo,OR9801,P3,Macro,,,"Nueva Demanda",,,,42.434644,-7.900731,485.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,OR9801
SPA-CU,7974,SPA-CU07974,LO,1974,LO-001974,PW,2025,PW-2025,AA,1989,AA-1989,Activo,CU7974,P3,Macro,,,"Nueva Demanda",,,,39.783872,-1.267997,886.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,CU7974
SPA-VX,1777,SPA-VX01777,LO,7571,LO-007571,PW,7582,PW-7582,AA,7569,AA-7569,Activo,VX1777,P3,Macro,,,"Nueva Demanda",,,,38.965599,-0.137125,1.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,VX1777
SPA-MX,69,SPA-MX00069,LO,4217,LO-004217,PW,4257,PW-4257,AA,4227,AA-4227,Activo,MX0069,P2,DDEE,,"ECI PRECIADOS (0001)","Nueva Demanda",,,,40.417473,-3.704671,650.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX0069
SPA-VX,469,SPA-VX00469,LO,7361,LO-007361,PW,7375,PW-7375,AA,7360,AA-7360,Activo,VX0469,P3,Macro,,,"Nueva Demanda",,,,39.601477,-0.827806,400.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,VX0469
SPA-CX,245,SPA-CX00245,LO,2112,LO-002112,PW,2162,PW-2162,AA,2127,AA-2127,Activo,CX0245,P1,Macro,,,"Nueva Demanda",,,,42.872642,-8.568577,245.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,CX0245
SPA-MX,820,SPA-MX00820,LO,4499,LO-004499,PW,4542,PW-4542,AA,4509,AA-4509,Activo,MX0820,P3,Macro,,,"Nueva Demanda",,,,40.370441,-3.734899,660.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX0820
SPA-SX,7207,SPA-SX07207,LO,6357,LO-006357,PW,6388,PW-6388,AA,6357,AA-6357,Activo,SX7207,P3,Macro,,,"Nueva Demanda",,,,43.411135,-3.500484,110.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SX7207
SPA-LE,20,SPA-LE00020,LO,3359,LO-003359,PW,3406,PW-3406,AA,3371,AA-3371,Activo,LE0020,P1,Macro,,"LINTYA (UF):SUBS PONFERRADA","Nueva Demanda",,,,42.561009,-6.605795,0.0,,false,,false,,,,false,,RNOR,"CENTRO GRIET - Hay acceso independiente  LOCKEN--Para trabajos en torre hay que seguir procedimiento de UniÃ³n FENOSA",CASETA,,,,,,,LE0020
